x1,x2,y
-0.9253133379934229,0.44498748500602026,0
4.518003453580462,3.1522961507130653,1
-1.5780060466445862,0.09397966744017572,0
3.0422694914870667,3.0950014084173545,1
3.0773010151235,1.6647819315897814,1
1.0327014428853392,0.45819352833125726,1
1.1705915657738497,-1.9048940558397198,0
-2.171961082886231,0.4478857586886851,0
-0.3064636852740533,-0.6807160993186792,0
-2.2306240187556536,-0.4762553625066821,0
-2.271160575580852,-2.616942341117219,0
-1.3453793445926217,-2.254735526671275,0
-1.6024813349126654,-1.0586809718812404,0
3.062167383990416,2.3388516435402433,1
1.7864721277641857,1.940856058045816,1
0.35904724136253696,-2.288619781392478,0
0.9504238330299422,-2.045994036213861,0
2.858890114284187,0.23480279736320198,1
-0.6796724524595111,0.7405733175134157,0
2.536937529250365,3.186223762886106,1
2.135871941939496,1.30595680290945,1
-1.203656617154901,0.3072652811810179,0
1.8585063132027826,4.144578723042084,1
-2.18888326624024,-3.05773338041081,0
2.0152925518861924,2.149840590133241,1
-2.655596332199046,-1.0398085694495178,0
0.794802487907231,-1.7044872123385626,0
2.3632671428197374,1.3429613299619354,1
0.16982437518015536,-0.5173208187465486,0
-2.3514496437620376,-0.3789125963681661,0
0.8960896639596865,-0.7030938002954369,0
-3.571261330329466,-1.3422116312150876,0
3.108084536403085,1.0014641914962867,1
-1.0243772213398123,1.8740043064855976,0
-1.9733540780270955,-0.58122425105239,0
-1.8346335144426518,-0.77749727558939,0
3.2929915277873705,0.10639405123397372,1
1.0573176672532592,1.3452656607865274,1
-2.0142809917664986,-1.9112945168370759,0
2.269239993804562,2.3930193437316207,1
-2.064391498908067,1.132615537772495,0
-0.8861602186133041,-1.9112569861907702,0
2.765535281453087,0.699125999126964,1
-1.1960402927323297,0.23359267075705958,0
-1.8603713573906568,0.5293026285079983,0
-1.8463347232604712,0.5960604543105756,0
2.840702836496595,0.28754514799599185,1
-0.6056471835522717,-1.7169308020197345,0
0.6928007884862221,-1.9251336246173385,0
2.129625605143465,0.5393965190488323,1
2.061204684614566,2.8473834762641124,1
3.4440922452745144,1.586329046970161,1
2.102661847556903,2.0208415733235436,1
1.1510726531912512,2.3756881929954883,1
1.8171130184646338,0.17437412800692242,1
1.4248379544589302,0.7208138691866167,1
4.030813242073618,3.77092038065266,1
3.114955979638925,4.157432442238357,1
2.2898891132481305,2.6274654987508024,1
0.8645821065988486,0.2628762593763,0
1.6129873773233536,0.5540421585217844,1
0.13241178281583352,1.7472194024373544,1
-1.5493923676069992,-0.1734360746060028,0
